Step,random,lfu,lru,a3c
1069,0.221136138,0.428012746,0.410982411,0.442699491
1070,0.217027908,0.430040556,0.402831403,0.45713073
1071,0.223402748,0.44438007,0.405977406,0.457979626
1072,0.226377674,0.429895713,0.402545403,0.450056593
1073,0.214761298,0.432502897,0.401401401,0.45401811
1074,0.220569486,0.437137891,0.406263406,0.464770798
1075,0.217311234,0.432937428,0.407407407,0.45401811
1076,0.217311234,0.433371958,0.41026741,0.459960385
1077,0.232894178,0.451477404,0.403832404,0.46024335
1078,0.219577844,0.435689455,0.404547405,0.449632145
1079,0.220002833,0.450173812,0.402545403,0.45868704
1080,0.220852812,0.443800695,0.402688403,0.457555178
1081,0.225952685,0.432358053,0.406549407,0.462365591
1082,0.226661,0.419901506,0.405119405,0.461375212
1083,0.223827738,0.392236385,0.404547405,0.467883418
1084,0.219577844,0.398754345,0.403832404,0.46279004
1085,0.214477971,0.433227115,0.400829401,0.463355971
1086,0.225952685,0.419177289,0.401544402,0.466044143
1087,0.221277801,0.44438007,0.402688403,0.461092247
1088,0.212778014,0.438006952,0.404833405,0.464912281
1089,0.220144496,0.442062572,0.406120406,0.456281834
1090,0.214336308,0.44075898,0.400686401,0.458262592
1091,0.216744581,0.430330243,0.41041041,0.464063384
1092,0.218727865,0.398754345,0.405548406,0.462365591
1093,0.225669358,0.420625724,0.402545403,0.459111488
1094,0.214761298,0.433661645,0.403832404,0.456564799
1095,0.224961043,0.435110081,0.400829401,0.458970006
1096,0.21986117,0.444524913,0.398112398,0.460667799
1097,0.224677716,0.435834299,0.403546404,0.453027731
1098,0.22212778,0.438151796,0.403546404,0.457696661
1099,0.213911319,0.436848204,0.404976405,0.457696661
1100,0.218444539,0.434820394,0.402688403,0.458121109
1101,0.220994475,0.444090382,0.401544402,0.459111488
1102,0.221844454,0.402665122,0.398541399,0.454442558
1103,0.209236436,0.429171495,0.3995424,0.4524618
1104,0.216461255,0.438876014,0.404833405,0.455149972
1105,0.21532795,0.405127462,0.401544402,0.455149972
1106,0.220002833,0.416280417,0.400829401,0.462507074
1107,0.214761298,0.437717265,0.401687402,0.454584041
1108,0.21348633,0.437282735,0.402259402,0.461658178
1109,0.213344666,0.428302433,0.403403403,0.464629315
1110,0.227794305,0.430330243,0.403975404,0.466893039
1111,0.218302876,0.429171495,0.4002574,0.467883418
1112,0.21079473,0.440469293,0.409409409,0.457696661
1113,0.222269443,0.40179606,0.402259402,0.462648557
1114,0.21306134,0.437137891,0.403403403,0.464629315
1115,0.210936393,0.445393975,0.401258401,0.460101868
1116,0.217452897,0.450028969,0.404833405,0.457413696
1117,0.224111064,0.428302433,0.4002574,0.457555178
1118,0.221277801,0.434096176,0.40969541,0.459677419
1119,0.223119422,0.437137891,0.407121407,0.459394454
1120,0.227510979,0.423812283,0.403689404,0.459818902
1121,0.220852812,0.444669757,0.398970399,0.456989247
1122,0.210511404,0.414831981,0.398541399,0.455857385
1123,0.21348633,0.443945539,0.404976405,0.457696661
1124,0.217877886,0.443945539,0.406263406,0.463355971
1125,0.212778014,0.438441483,0.403975404,0.464770798
1126,0.212069698,0.429171495,0.405977406,0.461092247
1127,0.219719507,0.445393975,0.402831403,0.452744765
1128,0.210369741,0.43873117,0.396968397,0.460101868
1129,0.219011191,0.425550406,0.401544402,0.454159593
1130,0.230344241,0.435399768,0.401973402,0.453169213
1131,0.220002833,0.446552723,0.397826398,0.448641766
1132,0.221844454,0.438441483,0.405405405,0.458545557
1133,0.220569486,0.425260718,0.407979408,0.451188455
1134,0.228360958,0.43873117,0.397397397,0.456423316
1135,0.216602918,0.440469293,0.406835407,0.456281834
1136,0.217169571,0.431923523,0.408980409,0.454584041
1137,0.215894603,0.423377752,0.403546404,0.461233729
1138,0.219436181,0.447711472,0.400829401,0.463214488
1139,0.213627993,0.450318656,0.403260403,0.45090549
1140,0.223827738,0.435834299,0.397826398,0.457696661
1141,0.225527695,0.439745075,0.405691406,0.45713073
1142,0.220994475,0.448435689,0.404690405,0.46179966
1143,0.216177929,0.446697567,0.406692407,0.462648557
1144,0.217027908,0.437717265,0.402831403,0.467034522
1145,0.217452897,0.433227115,0.398112398,0.465053763
1146,0.22439439,0.43221321,0.401115401,0.456423316
1147,0.218586202,0.417873696,0.401544402,0.456706282
1148,0.223261085,0.402665122,0.404547405,0.463497453
1149,0.218161213,0.428736964,0.406692407,0.460384833
1150,0.220711149,0.433951333,0.405691406,0.448641766
1151,0.220711149,0.429750869,0.398541399,0.463214488
1152,0.21348633,0.450608343,0.403689404,0.461941143
1153,0.226377674,0.43264774,0.400543401,0.467317487
1154,0.212778014,0.434385863,0.396396396,0.467883418
1155,0.218161213,0.451187717,0.401687402,0.461516695
1156,0.227794305,0.452346466,0.3998284,0.465336729
1157,0.21532795,0.404258401,0.405405405,0.462507074
1158,0.215894603,0.436413673,0.398541399,0.457413696
1159,0.220711149,0.43873117,0.403260403,0.459818902
1160,0.220711149,0.435399768,0.398541399,0.455149972
1161,0.231052557,0.435834299,0.406978407,0.465195246
1162,0.216177929,0.448580533,0.401973402,0.461233729
1163,0.221561128,0.429171495,0.408980409,0.462648557
1164,0.225102706,0.448290846,0.401258401,0.46590266
1165,0.218727865,0.432937428,0.402688403,0.456140351
1166,0.221419465,0.436848204,0.398541399,0.467600453
1167,0.223686075,0.44438007,0.402402402,0.463638936
1168,0.22255277,0.448580533,0.402974403,0.463073005
1169,0.21759456,0.43670336,0.397969398,0.457555178
1170,0.220711149,0.447566628,0.398541399,0.461375212
1171,0.221277801,0.437137891,0.403117403,0.467883418
1172,0.226519337,0.446407879,0.403832404,0.460384833
1173,0.222977759,0.398319815,0.402259402,0.464770798
1174,0.22255277,0.427433372,0.404261404,0.460809281
1175,0.214902961,0.436413673,0.404261404,0.458545557
1176,0.221419465,0.448725377,0.404976405,0.458262592
1177,0.216602918,0.432068366,0.4002574,0.453735144
1178,0.216319592,0.423522596,0.4002574,0.464487832
1179,0.214619635,0.449015064,0.402688403,0.457413696
1180,0.215894603,0.436123986,0.400829401,0.46024335
1181,0.220994475,0.437717265,0.398970399,0.459252971
1182,0.212353025,0.413673233,0.406835407,0.460809281
1183,0.216886245,0.416570104,0.402259402,0.453876627
1184,0.226377674,0.423088065,0.404833405,0.455291454
1185,0.226661,0.430330243,0.400686401,0.462082626
1186,0.224961043,0.448725377,0.408837409,0.459111488
1187,0.237002408,0.449015064,0.405548406,0.46179966
1188,0.214761298,0.445393975,0.404690405,0.453310696
1189,0.217877886,0.449594438,0.403975404,0.454867006
1190,0.219436181,0.434965238,0.401830402,0.462082626
1191,0.220852812,0.436123986,0.405262405,0.454301075
1192,0.212778014,0.441193511,0.394394394,0.464912281
1193,0.216602918,0.448725377,0.404404404,0.459111488
1194,0.218727865,0.447132097,0.405977406,0.451329938
1195,0.223402748,0.435110081,0.405548406,0.454725523
1196,0.220569486,0.423812283,0.404976405,0.453027731
1197,0.222411106,0.420625724,0.401830402,0.446661007
1198,0.221702791,0.403534183,0.3999714,0.451754386
1199,0.217027908,0.416859791,0.396825397,0.44991511
1200,0.221702791,0.433082271,0.402688403,0.458121109
1201,0.221136138,0.427143685,0.406120406,0.452178834
1202,0.226094348,0.431488992,0.403832404,0.457555178
1203,0.209519762,0.448725377,0.398541399,0.453169213
1204,0.215469613,0.428592121,0.403117403,0.449066214
1205,0.218302876,0.443945539,0.406692407,0.452320317
1206,0.229069273,0.424536501,0.404547405,0.448641766
1207,0.220852812,0.424536501,0.405977406,0.455291454
1208,0.215186287,0.441483198,0.401973402,0.448217317
1209,0.205836521,0.43424102,0.401544402,0.45147142
1210,0.219011191,0.433806489,0.400829401,0.449066214
1211,0.220427823,0.444669757,0.402688403,0.44368987
1212,0.218869528,0.437862109,0.400829401,0.449490662
1213,0.220711149,0.437137891,0.402545403,0.447509904
1214,0.220002833,0.433371958,0.398255398,0.446236559
1215,0.216744581,0.434385863,0.4002574,0.448217317
1216,0.222269443,0.440034762,0.400543401,0.446236559
1217,0.225244369,0.43829664,0.406406406,0.455432937
1218,0.220852812,0.43829664,0.405119405,0.445529145
1219,0.210228078,0.437572422,0.403832404,0.447085456
1220,0.21532795,0.435399768,0.408408408,0.453735144
1221,0.213911319,0.422798378,0.401973402,0.449632145
1222,0.22481938,0.436123986,0.402116402,0.451329938
1223,0.217877886,0.435399768,0.405691406,0.4483588
1224,0.210936393,0.435979143,0.404690405,0.448641766
1225,0.21532795,0.400492468,0.396682397,0.442982456
1226,0.220427823,0.43626883,0.402116402,0.454301075
1227,0.220144496,0.432358053,0.3995424,0.455149972
1228,0.212778014,0.439165701,0.405977406,0.45401811
1229,0.227935968,0.449739282,0.405119405,0.448641766
1230,0.221986117,0.429171495,0.401687402,0.457413696
1231,0.21348633,0.449884125,0.402116402,0.451612903
1232,0.223402748,0.443655852,0.402688403,0.452320317
1233,0.233602493,0.429606025,0.404833405,0.45147142
1234,0.222694433,0.437137891,0.405977406,0.447509904
1235,0.22212778,0.433661645,0.405834406,0.447368421
1236,0.22255277,0.436558517,0.405691406,0.44368987
1237,0.212778014,0.423377752,0.407550408,0.452886248
1238,0.217311234,0.433806489,0.3998284,0.451612903
1239,0.222411106,0.40382387,0.407979408,0.452320317
1240,0.219577844,0.445828505,0.405405405,0.450198076
1241,0.222977759,0.43670336,0.406549407,0.443548387
1242,0.220852812,0.448580533,0.396396396,0.451895869
1243,0.222269443,0.447421784,0.408122408,0.458828523
1244,0.22439439,0.4301854,0.404547405,0.458970006
1245,0.21986117,0.443655852,0.4001144,0.454301075
1246,0.227935968,0.428736964,0.402402402,0.464770798
1247,0.231052557,0.41801854,0.399399399,0.46024335
1248,0.216886245,0.434530707,0.403975404,0.461941143
1249,0.213769656,0.436123986,0.399256399,0.461375212
1250,0.217877886,0.435689455,0.4004004,0.460101868
1251,0.21801955,0.431778679,0.403117403,0.456847765
1252,0.216036266,0.431923523,0.400543401,0.461233729
1253,0.223544411,0.43264774,0.402402402,0.458828523
1254,0.22255277,0.435979143,0.405834406,0.461516695
1255,0.212636351,0.418163384,0.402402402,0.455432937
1256,0.21575294,0.415845886,0.404118404,0.458545557
1257,0.220002833,0.43061993,0.405977406,0.459818902
1258,0.217452897,0.448435689,0.404547405,0.459535937
1259,0.215469613,0.451187717,0.403403403,0.457696661
1260,0.214761298,0.430764774,0.403403403,0.459535937
1261,0.221561128,0.437427578,0.404261404,0.455291454
1262,0.215044624,0.430330243,0.402974403,0.45713073
1263,0.228360958,0.445104287,0.4001144,0.455857385
1264,0.222977759,0.411355736,0.399256399,0.448500283
1265,0.223402748,0.398464658,0.404690405,0.458262592
1266,0.22892761,0.432502897,0.405262405,0.455432937
1267,0.219577844,0.429171495,0.406263406,0.45147142
1268,0.225527695,0.435544612,0.398398398,0.456847765
1269,0.223119422,0.437427578,0.402402402,0.453310696
1270,0.219436181,0.462775203,0.400686401,0.44991511
1271,0.224677716,0.464513326,0.401830402,0.454442558
1272,0.217027908,0.422943221,0.393965394,0.455715903
1273,0.209661425,0.423812283,0.404404404,0.468873797
1274,0.21801955,0.43424102,0.401687402,0.457979626
1275,0.221277801,0.445104287,0.402545403,0.460101868
1276,0.213203003,0.436558517,0.405405405,0.455998868
1277,0.23119422,0.430909618,0.403832404,0.456140351
1278,0.230344241,0.443221321,0.402831403,0.46434635
1279,0.216744581,0.433951333,0.405119405,0.456847765
1280,0.213627993,0.412804171,0.401544402,0.456423316
1281,0.218302876,0.44684241,0.403832404,0.460667799
1282,0.227510979,0.456546929,0.404690405,0.45557442
1283,0.21801955,0.431633835,0.402831403,0.46279004
1284,0.225244369,0.42004635,0.401973402,0.458828523
1285,0.223827738,0.420915411,0.405119405,0.45557442
1286,0.218302876,0.426564311,0.398541399,0.46179966
1287,0.222269443,0.454229432,0.410696411,0.458545557
1288,0.227652642,0.435834299,0.405119405,0.464063384
1289,0.221419465,0.422219003,0.403832404,0.451895869
1290,0.220144496,0.404692932,0.404976405,0.454301075
1291,0.213911319,0.435979143,0.398255398,0.454867006
1292,0.227369316,0.435979143,0.4001144,0.464063384
1293,0.210086415,0.416859791,0.403260403,0.464063384
1294,0.215044624,0.429895713,0.409123409,0.456847765
1295,0.225527695,0.435254925,0.401830402,0.461092247
1296,0.222977759,0.437717265,0.398684399,0.460526316
1297,0.21532795,0.437862109,0.401830402,0.452603282
1298,0.220002833,0.436848204,0.401115401,0.454725523
1299,0.212919677,0.42410197,0.406263406,0.458404075
1300,0.216744581,0.433516802,0.402402402,0.456989247
1301,0.224536053,0.448725377,0.403117403,0.456564799
1302,0.208103131,0.44032445,0.401401401,0.459111488
1303,0.224677716,0.451767092,0.400972401,0.460950764
1304,0.216886245,0.44032445,0.406692407,0.456706282
1305,0.219436181,0.436413673,0.405548406,0.453452179
1306,0.21759456,0.436123986,0.403117403,0.460667799
1307,0.213627993,0.436848204,0.404118404,0.461658178
1308,0.228644284,0.425840093,0.400686401,0.459394454
1309,0.221702791,0.433371958,0.398398398,0.464912281
1310,0.220002833,0.432937428,0.400686401,0.463214488
1311,0.224677716,0.43264774,0.405691406,0.465195246
1312,0.226236011,0.429895713,0.404118404,0.465761177
1313,0.212353025,0.446407879,0.3996854,0.463497453
1314,0.212778014,0.435399768,0.403832404,0.46024335
1315,0.21801955,0.449594438,0.3995424,0.460384833
1316,0.225811021,0.434965238,0.400543401,0.464487832
1317,0.223119422,0.443655852,0.404976405,0.461941143
1318,0.225811021,0.432358053,0.400829401,0.464487832
1319,0.213203003,0.429750869,0.401115401,0.462931522
1320,0.226661,0.445973349,0.406120406,0.462082626
1321,0.215894603,0.425550406,0.401401401,0.466185625
1322,0.216886245,0.450173812,0.404833405,0.458404075
1323,0.218444539,0.432068366,0.402545403,0.465619694
1324,0.223969401,0.438441483,0.404547405,0.469864177
1325,0.229635926,0.429750869,0.405977406,0.466610074
1326,0.217169571,0.446987254,0.400686401,0.457413696
1327,0.219011191,0.460457706,0.4001144,0.460526316
1328,0.227935968,0.432937428,0.400829401,0.465336729
1329,0.210511404,0.416714948,0.404547405,0.462931522
1330,0.205978184,0.418742758,0.403546404,0.456847765
1331,0.22255277,0.433371958,0.405119405,0.462082626
1332,0.21348633,0.428881808,0.3999714,0.467741935
1333,0.219152855,0.449015064,0.3998284,0.46179966
1334,0.216319592,0.415121669,0.403117403,0.464487832
1335,0.227227653,0.441048667,0.404976405,0.467176005
1336,0.214761298,0.438006952,0.403689404,0.466468591
1337,0.220427823,0.436993048,0.399399399,0.464063384
1338,0.223969401,0.437572422,0.406120406,0.46279004
1339,0.218444539,0.448435689,0.407121407,0.465619694
1340,0.218586202,0.44438007,0.403117403,0.456989247
1341,0.223544411,0.43424102,0.401973402,0.463780419
1342,0.227227653,0.429026651,0.401687402,0.458121109
1343,0.219719507,0.433661645,0.398255398,0.458262592
1344,0.213911319,0.427723059,0.401115401,0.463073005
1345,0.219577844,0.417004635,0.407836408,0.457696661
1346,0.224252727,0.422653534,0.406263406,0.46179966
1347,0.225244369,0.429461182,0.405834406,0.450339559
1348,0.207819805,0.444524913,0.405119405,0.457272213
1349,0.223402748,0.433227115,0.398541399,0.461375212
1350,0.230485905,0.390208575,0.403403403,0.456847765
1351,0.217877886,0.43626883,0.406406406,0.463355971
1352,0.222694433,0.435979143,0.406978407,0.457696661
1353,0.222411106,0.438006952,0.403403403,0.453593662
1354,0.218161213,0.433227115,0.399399399,0.461941143
1355,0.228077631,0.424536501,0.397397397,0.455998868
1356,0.220002833,0.423377752,0.406692407,0.459252971
1357,0.215894603,0.418308227,0.404690405,0.458404075
1358,0.209803088,0.444235226,0.409123409,0.46024335
1359,0.222977759,0.418163384,0.405691406,0.45557442
1360,0.222411106,0.437572422,0.3999714,0.459960385
1361,0.224961043,0.439600232,0.404976405,0.461516695
1362,0.218302876,0.449015064,0.402545403,0.462082626
1363,0.222836096,0.428736964,0.406835407,0.452603282
1364,0.231477546,0.428447277,0.398684399,0.462648557
1365,0.216886245,0.428302433,0.402688403,0.458404075
1366,0.218302876,0.42815759,0.402974403,0.460384833
1367,0.211503046,0.436848204,0.402688403,0.454725523
1368,0.211928035,0.398464658,0.399399399,0.459960385
1369,0.225244369,0.396292005,0.402402402,0.457413696
1370,0.225952685,0.447856315,0.402831403,0.464487832
1371,0.214194645,0.43626883,0.404261404,0.456706282
1372,0.226377674,0.432068366,0.401544402,0.457838144
1373,0.210228078,0.439745075,0.404976405,0.453593662
1374,0.207678141,0.450173812,0.405405405,0.456423316
1375,0.222694433,0.417728853,0.403260403,0.458262592
1376,0.223827738,0.412514484,0.402402402,0.453310696
1377,0.207111489,0.43670336,0.405691406,0.463355971
1378,0.218869528,0.449739282,0.405834406,0.45557442
1379,0.221136138,0.439020857,0.41012441,0.459252971
1380,0.22028616,0.431778679,0.405548406,0.459960385
1381,0.214902961,0.406286211,0.405548406,0.460384833
1382,0.221277801,0.442207416,0.405977406,0.458545557
1383,0.217311234,0.432358053,0.404833405,0.457272213
1384,0.213627993,0.453360371,0.403832404,0.459535937
1385,0.218302876,0.441628042,0.410553411,0.460950764
1386,0.219577844,0.43061993,0.407550408,0.459535937
1387,0.212494688,0.424681344,0.404547405,0.45713073
1388,0.216744581,0.435544612,0.401687402,0.456564799
1389,0.213203003,0.432792584,0.402688403,0.456281834
1390,0.209803088,0.445538818,0.404976405,0.458404075
1391,0.216177929,0.434530707,0.405548406,0.456847765
1392,0.22028616,0.433951333,0.407264407,0.461092247
1393,0.220144496,0.434385863,0.40998141,0.458121109
1394,0.224111064,0.43626883,0.401258401,0.454159593
1395,0.220002833,0.437427578,0.403403403,0.460101868
1396,0.22892761,0.448001159,0.404976405,0.456564799
1397,0.230202578,0.435110081,0.397969398,0.462931522
1398,0.215894603,0.431054461,0.407550408,0.462507074
1399,0.23572744,0.433371958,0.400972401,0.461092247
1400,0.218302876,0.429026651,0.400686401,0.458828523
1401,0.218444539,0.434965238,0.402116402,0.463638936
1402,0.211786372,0.404403244,0.401401401,0.460384833
1403,0.21986117,0.437282735,0.3998284,0.460384833
1404,0.216461255,0.423667439,0.402974403,0.464204867
1405,0.215044624,0.432358053,0.404118404,0.463073005
1406,0.216744581,0.428736964,0.400686401,0.465195246
1407,0.212636351,0.437282735,0.403403403,0.461658178
1408,0.218444539,0.423957126,0.407979408,0.462931522
1409,0.210086415,0.407300116,0.401973402,0.45868704
1410,0.214761298,0.450463499,0.410982411,0.463214488
1411,0.214052982,0.450028969,0.406835407,0.458545557
1412,0.223402748,0.445683662,0.405405405,0.460384833
1413,0.233177504,0.439165701,0.399113399,0.462365591
1414,0.220427823,0.447276941,0.407550408,0.456706282
1415,0.217452897,0.421349942,0.405691406,0.456564799
1416,0.21801955,0.448001159,0.402831403,0.459394454
1417,0.222269443,0.436558517,0.401830402,0.459960385
1418,0.213344666,0.444090382,0.405977406,0.455291454
1419,0.212494688,0.401940904,0.410696411,0.461941143
1420,0.222694433,0.410486674,0.407836408,0.459252971
1421,0.217169571,0.427723059,0.400686401,0.457696661
1422,0.21801955,0.448725377,0.406120406,0.464770798
1423,0.221986117,0.433082271,0.405119405,0.46179966
1424,0.223402748,0.433806489,0.405691406,0.463073005
1425,0.223544411,0.422798378,0.404404404,0.456281834
1426,0.226236011,0.43467555,0.410982411,0.460667799
1427,0.220852812,0.441483198,0.405977406,0.453876627
1428,0.216886245,0.431488992,0.404690405,0.449066214
1429,0.219719507,0.413093859,0.402831403,0.447792869
1430,0.220144496,0.436123986,0.403689404,0.456989247
1431,0.223261085,0.433806489,0.404833405,0.448924731
1432,0.216036266,0.43670336,0.4004004,0.45090549
1433,0.212069698,0.431778679,0.406978407,0.447934352
1434,0.21532795,0.435254925,0.404404404,0.448783248
1435,0.218727865,0.444669757,0.404547405,0.446661007
1436,0.218161213,0.437862109,0.405691406,0.449632145
1437,0.219011191,0.416859791,0.403117403,0.444255801
1438,0.221986117,0.43221321,0.403117403,0.453310696
1439,0.225811021,0.426274623,0.405691406,0.453876627
1440,0.218444539,0.425840093,0.4001144,0.448075835
1441,0.220427823,0.430475087,0.41012441,0.447934352
1442,0.223402748,0.430475087,0.404690405,0.448075835
1443,0.223119422,0.433227115,0.399113399,0.450198076
1444,0.210936393,0.404692932,0.401687402,0.447792869
1445,0.219436181,0.417004635,0.405977406,0.452037351
1446,0.216177929,0.443076477,0.395252395,0.454725523
1447,0.221986117,0.415701043,0.398970399,0.453593662
1448,0.220144496,0.418163384,0.398541399,0.453452179
1449,0.225527695,0.423812283,0.404833405,0.455149972
1450,0.227510979,0.437572422,0.403546404,0.454725523
1451,0.216744581,0.43873117,0.405262405,0.453027731
1452,0.216036266,0.444669757,0.401115401,0.454584041
1453,0.219294518,0.423667439,0.398541399,0.456423316
1454,0.220852812,0.438151796,0.402116402,0.453169213
1455,0.218444539,0.460312862,0.400972401,0.45557442
1456,0.220569486,0.438006952,0.403546404,0.460809281
1457,0.222977759,0.429316338,0.407121407,0.456706282
1458,0.216036266,0.425260718,0.402974403,0.455008489
1459,0.223969401,0.44438007,0.401687402,0.463921902
1460,0.21575294,0.445683662,0.401115401,0.463780419
1461,0.214761298,0.449159907,0.401687402,0.46590266
1462,0.23161921,0.416859791,0.408408408,0.464204867
1463,0.222836096,0.418163384,0.403546404,0.464204867
1464,0.226519337,0.438006952,0.402545403,0.465761177
1465,0.21348633,0.418887601,0.405548406,0.464912281
1466,0.216036266,0.443076477,0.398541399,0.458262592
1467,0.223827738,0.413093859,0.402402402,0.464063384
1468,0.219152855,0.433371958,0.4004004,0.457555178
1469,0.212636351,0.44887022,0.407264407,0.46024335
1470,0.214336308,0.442497103,0.402545403,0.463214488
1471,0.218444539,0.431923523,0.403832404,0.453169213
1472,0.212069698,0.441628042,0.402831403,0.456847765
1473,0.223119422,0.451187717,0.401544402,0.457979626
1474,0.219436181,0.423667439,0.3999714,0.460950764
1475,0.210936393,0.447711472,0.406406406,0.445812111
1476,0.228644284,0.448435689,0.396682397,0.454159593
1477,0.221844454,0.448725377,0.400686401,0.459111488
1478,0.218161213,0.427143685,0.402259402,0.456847765
1479,0.220144496,0.424246813,0.3998284,0.451046972
1480,0.216177929,0.428592121,0.405405405,0.445670628
1481,0.216461255,0.435544612,0.405834406,0.451754386
1482,0.213627993,0.445393975,0.405548406,0.452886248
1483,0.223544411,0.437137891,0.398541399,0.455149972
1484,0.209944751,0.437717265,0.403117403,0.453876627
1485,0.214902961,0.447421784,0.3995424,0.451895869
1486,0.21575294,0.448146002,0.405977406,0.450056593
1487,0.220002833,0.448725377,0.405834406,0.45147142
1488,0.221277801,0.435399768,0.404690405,0.447934352
1489,0.212353025,0.433082271,0.404547405,0.450198076
1490,0.222269443,0.438586327,0.407836408,0.454867006
1491,0.218869528,0.400347625,0.407407407,0.454442558
1492,0.222694433,0.44032445,0.404118404,0.454867006
1493,0.222977759,0.434385863,0.402545403,0.44991511
1494,0.217027908,0.433806489,0.404118404,0.461941143
1495,0.218727865,0.434096176,0.402688403,0.460526316
1496,0.218727865,0.442497103,0.402831403,0.461092247
1497,0.223261085,0.417728853,0.404547405,0.460526316
1498,0.216319592,0.447856315,0.406692407,0.461375212
1499,0.218727865,0.415121669,0.407121407,0.457413696
1500,0.228785947,0.426998841,0.402259402,0.458121109
1501,0.219152855,0.449015064,0.405548406,0.454442558
1502,0.224677716,0.435399768,0.408408408,0.459960385
1503,0.223827738,0.421929316,0.404547405,0.459252971
1504,0.211361383,0.437572422,0.400686401,0.46024335
1505,0.21532795,0.43221321,0.402974403,0.451046972
1506,0.225811021,0.419177289,0.403689404,0.456706282
1507,0.214477971,0.437137891,0.402688403,0.455857385
1508,0.209661425,0.438586327,0.404976405,0.451046972
1509,0.213769656,0.433371958,0.405834406,0.453452179
1510,0.2039949,0.451042874,0.401687402,0.450764007
1511,0.209236436,0.448290846,0.405405405,0.454442558
1512,0.218161213,0.442497103,0.405834406,0.444114318
1513,0.214477971,0.429895713,0.405834406,0.440294284
1514,0.221561128,0.44887022,0.405405405,0.443123939
1515,0.223261085,0.431344148,0.401973402,0.44368987
1516,0.22255277,0.451187717,0.400829401,0.449632145
1517,0.217877886,0.434530707,0.404118404,0.444114318
1518,0.221277801,0.439020857,0.401687402,0.453027731
1519,0.221561128,0.436848204,0.3999714,0.458404075
1520,0.214619635,0.444090382,0.401830402,0.449632145
1521,0.220994475,0.440614137,0.404976405,0.457555178
1522,0.220994475,0.431633835,0.408551409,0.457555178
1523,0.215044624,0.424536501,0.3996854,0.459535937
1524,0.223969401,0.431633835,0.403975404,0.457413696
1525,0.22028616,0.44032445,0.396825397,0.463497453
1526,0.218444539,0.450318656,0.402116402,0.466468591
1527,0.211503046,0.422943221,0.405834406,0.460950764
1528,0.216886245,0.446407879,0.405119405,0.459252971
1529,0.219152855,0.424391657,0.405405405,0.467176005
1530,0.216461255,0.435399768,0.403403403,0.468307866
1531,0.21575294,0.433951333,0.405548406,0.468024901
1532,0.21575294,0.427288528,0.408837409,0.464770798
1533,0.217877886,0.433516802,0.399256399,0.45868704
1534,0.233177504,0.422653534,0.395109395,0.462082626
1535,0.222694433,0.451911935,0.405119405,0.462082626
1536,0.224677716,0.425260718,0.408265408,0.458970006
1537,0.218302876,0.421929316,0.3995424,0.463780419
1538,0.216177929,0.450463499,0.400686401,0.461658178
1539,0.229494263,0.431488992,0.402116402,0.454725523
1540,0.225669358,0.435834299,0.398112398,0.453735144
1541,0.228219295,0.416280417,0.404261404,0.454725523
1542,0.214477971,0.448001159,0.397826398,0.460950764
1543,0.223827738,0.446987254,0.400543401,0.444821732
1544,0.222269443,0.444524913,0.4002574,0.459960385
1545,0.221986117,0.447132097,0.4001144,0.453027731
1546,0.225102706,0.448290846,0.404118404,0.458262592
1547,0.224961043,0.42612978,0.401973402,0.451046972
1548,0.21348633,0.423522596,0.402545403,0.454725523
1549,0.226944326,0.40179606,0.406263406,0.451895869
1550,0.217027908,0.448435689,0.402688403,0.46024335
1551,0.210653067,0.43873117,0.404690405,0.460667799
1552,0.215611276,0.428881808,0.403117403,0.449632145
1553,0.224252727,0.438006952,0.407121407,0.457555178
1554,0.205128205,0.43061993,0.399256399,0.453876627
1555,0.213769656,0.434965238,0.404833405,0.460950764
1556,0.218727865,0.44235226,0.406406406,0.459677419
1557,0.21759456,0.446987254,0.406406406,0.458262592
1558,0.224677716,0.449594438,0.403975404,0.462082626
1559,0.233744156,0.453650058,0.409266409,0.467883418
1560,0.221702791,0.451911935,0.406263406,0.465195246
1561,0.210228078,0.42815759,0.407121407,0.461375212
1562,0.213203003,0.449159907,0.405262405,0.459252971
1563,0.219436181,0.432068366,0.403689404,0.467883418
1564,0.218161213,0.435689455,0.398827399,0.470288625
1565,0.222977759,0.426709154,0.405834406,0.46434635
1566,0.212919677,0.445973349,0.405834406,0.46279004
1567,0.213344666,0.436848204,0.401687402,0.464487832
1568,0.21801955,0.4301854,0.400972401,0.470430108
1569,0.218727865,0.449739282,0.398684399,0.466044143
1570,0.215894603,0.434530707,0.404547405,0.469722694
1571,0.225669358,0.436413673,0.404547405,0.47057159
1572,0.218444539,0.428881808,0.403689404,0.46745897
1573,0.225669358,0.43264774,0.403546404,0.469864177
1574,0.222836096,0.444524913,0.400972401,0.464204867
1575,0.220852812,0.410631518,0.400686401,0.468024901
1576,0.223261085,0.437427578,0.403403403,0.462082626
1577,0.207819805,0.438151796,0.401115401,0.47311828
1578,0.227935968,0.448290846,0.41041041,0.46279004
1579,0.224677716,0.449159907,0.399113399,0.460950764
1580,0.22892761,0.4301854,0.406406406,0.464487832
1581,0.210653067,0.436123986,0.398827399,0.463638936
1582,0.215044624,0.430040556,0.399256399,0.466893039
1583,0.225527695,0.431054461,0.403117403,0.462224109
1584,0.223686075,0.436848204,0.403832404,0.458970006
1585,0.228219295,0.443076477,0.408265408,0.460384833
1586,0.218727865,0.404837775,0.3999714,0.459960385
